Sale_YearMonth,Carlow,Cavan,Clare,Cork,Donegal,Dublin,Galway,Kerry,Kildare,Kilkenny,Laois,Leitrim,Limerick,Longford,Louth,Mayo,Meath,Monaghan,Offaly,Roscommon,Sligo,Tipperary,Waterford,Westmeath,Wexford,Wicklow
201503,101951.6129,85746.53061,113329.1176,150882.0706,72645.8722,284421.862,146691.4406,127116.4944,173708.2554,125169.7407,102140.9349,88854.83871,128709.2508,68433.63636,123207.2368,103321.7692,197499.908,115438.7097,111615.3846,82363.63636,111013.0769,104050.9653,112319.2394,106028.7288,125924.3889,239050.7312
201504,102102.9412,88723.40426,121256.7164,164105.4413,90932.05719,278159.7592,154812.9532,122199.575,216098.1993,119496.031,120151.1628,96364.70588,104043.5179,64109.83833,121980.7692,111422.863,185822.275,104444.4444,96673.40625,71375,101467.9245,100785.7143,115229.9351,103972.6667,131476.3441,218885.2941
201505,122618,87737.2549,125743.9437,176771.5871,103732.7928,294752.0629,160513.0833,120067.3656,216677.0992,121228.6842,102894.7368,76216.07143,117047.1369,74801.37324,140557.0909,101634.0399,184140.2412,92103.44828,110970.8209,84512.38889,120234.926,98909.71247,126103.8961,112376.7667,129430.6723,226236.9237
201506,113243.1212,71056.68831,119665.4824,166938.1567,87157.8309,270972.6876,144153.5745,126836.6266,227715.7857,140596.7111,112567.2267,73734.21053,135121.907,76614.38889,139201.1034,97297.86438,181528.2736,125736.8421,102506.8824,74830.09231,101025.5636,112176.1829,118140.5905,108763.0794,127998.9008,249447.0426
201507,92812.49288,102327.2196,108363.4071,172838.8115,102465.5932,309253.2367,142744.3492,128876.0684,224945.3581,132199.6337,123490.1961,70327.58621,108718.2796,82152.17391,131347.4958,113641.7723,203308.8986,107371.2273,105851.3514,72470,113792.6818,105361,121089.1473,112467.8675,126588.5688,260764.5319
201508,125038.4615,101576.3158,92144.38144,185302.1375,104195.3012,317888.7636,171360.4206,127876.3171,219426.2569,143462.0217,116274.1935,92885.19355,131467.694,73446.42857,148632.5843,109692.3784,190704.5455,120500,110951.8857,92217.94872,124500,113049.2159,103862.8929,122313.4328,132795.2128,253770.8
201509,130234.375,80513.17,120904.617,181983.8211,94908.51792,313678.6994,161449.9922,134905.914,239820.5007,148755.255,105123.913,82385.96296,107755.1679,59980,119307.7914,100769.4727,193989.2997,119290.3226,112988.8889,92735.66915,92063.15789,121229.3103,127219.8879,126424,126973.8971,248840.3163
201510,122884,99318.49315,121422.0097,176260.4311,93590.63328,302141.6843,168201.9471,122459.0164,220206.6038,138440.9365,125353.0886,97817.07317,129220.9053,69400,153775.9562,88788.41414,207150.2814,103133.3333,115709.3023,93600.83333,103728.2609,115943.5207,130520.6186,117472.2772,124343.2596,270063.964
201511,133001.2821,94909.39683,120036.7647,189916.4419,92071.52551,281530.2154,160436.5245,123329.4902,228378.7945,147638.1593,126960.3878,76212.5,129646.7518,79880.66667,141758.3908,105427.094,195970.4523,124413.7931,113414.8727,74378.30159,101385.7143,116925.2946,133168.9273,108422.5222,126889.5161,277432.4423
201512,109839.6552,85323.35227,123609.5588,171738.6201,104768.9453,293814.1345,146002.1671,129851.0772,193317.1398,157655.5556,108810.8108,80629.62963,167771.522,86475.60976,137117.3031,92264.57692,212407.2993,103339.7436,117987.1795,74986.31159,127107.0175,113194.9536,105673.7649,113835.5181,128278.2909,257958.8105
201601,121074.0741,101352.9412,114023.2558,196711.1515,101717.1389,305498.6549,174299.5234,136784.726,223409.2504,119306.2857,141796.2963,73892.39613,136901.1236,67854.16667,130144.8254,98061.01538,173547.9828,122440,99490,76932.43243,117903.8462,109635.7143,122530.9685,117430.5556,150335.443,273283.6364
201602,129000,97361.36364,138580.6452,162844.4824,80983.34234,271407.6271,175757.9771,139220.697,218268.3731,170298.0392,114285.785,95604.16667,117491.8033,78454.30769,135155.6825,100019.1919,205820.2247,100750,99690.63415,80127.65957,96739.13043,113090.6863,101576.6463,118708.1395,120251.6854,273413.2184
201603,128303.0303,84356.81818,130270,178512.8193,97193.37736,301784.9151,148032.1284,137688.2353,205421.5781,160901.2195,120763.9556,72831.81818,106810.3437,85771.42857,129252.2131,93096.21978,185678.061,85456.78261,95712.2549,79457.14286,105255.5726,106569.0581,123135.5957,114114.7541,129274.7525,262002.9421
201604,101090.9091,100421,118298.5111,179791.174,92165.85714,302585.3835,158737.9607,131065.133,219800.3226,135348.9268,133492.8039,76023.17073,128320.3013,68924.24242,145014.9988,105037.8229,196905.5556,105598.4643,122621.4103,95143.51852,86232.34545,111044.6173,125651.7442,121111.4871,127577.1379,256755.2941
201605,137291.6667,93900.62264,126596.7037,178657.8576,105865.6506,313834.4139,134502.0448,129214.427,221207.4714,140860.4545,100340.4375,69532.6087,142240.0093,73900,136188.5879,106346.2675,204010.4243,138818.1818,131475,81291.66667,60675.11905,105816.781,126409.0202,124989.3934,111526.531,269830.3809
201606,131257.5758,108129.6296,135539.7895,168870.95,100773.6198,313598.8098,166152.6422,130081.8644,220306.994,160486.6981,112103.6538,86791.66667,116055.3713,74960.73964,145865.9101,114861.1111,197453.8411,95379.72093,114407.66,84631.30769,93630.4918,98172.04301,120815.3153,103937.1134,136456.1404,268550.5882
201607,135301.7632,96923.67797,117171.2636,178486.0093,99384.73019,324564.0368,167110.4417,143276.8001,243242.4597,162188.6792,130657.4074,84405.68966,128740.0323,82812.5,150134.3137,116507.1583,204196.0477,129775.8621,101608.3335,91798.30508,106177.4194,119993.204,132679.1667,146488.0682,140034.5033,259021.4286
201608,144007.9744,98535.38462,155633.3333,182926.8865,95583.89169,318233.6381,172422.5554,126430.6897,222834.375,149299.3605,111110.5319,66203.18182,161663.6,89958.33333,159641.8732,104741.0267,208316.1769,117340,111407.3889,78344.87179,102796.9388,112913.0085,130820.678,121955.9838,152138.0577,264943.5398
201609,125279.0698,111498.4375,129532.7056,206120.7757,98805.04587,328511.0386,180023.6041,117412.2169,223361.6496,169772.1333,118162.5885,96064.86486,139350.2765,96113.64516,152303.7838,110941.7647,208464.5428,87065.38462,128936.3636,80345.20635,105964.2857,119743.9018,127613.0435,113862.069,138246.4808,259282.6931
201610,141676.4706,102389.5342,133546.0712,189086.7082,89078.84579,321571.1081,170840.1958,129045.3097,234845.5912,194004.902,135792.1967,92214.57447,127390.0676,73982.32619,167966.9444,102850.5454,220921.75,124358.3333,113049.1,91155,99994,115429.4493,125995.4791,125911.7647,147425.9094,274494.9468
201611,131620,100352.4096,142758.4157,196002.854,99647,326814.8786,188516.4706,133239.3701,241361.3195,155562.2642,120671.2465,82474.98,159852.0134,80029.41176,150188.1369,99760.67416,214927.3623,139140.625,120425.0351,85633.89831,113638.4615,128983.2721,146846.1483,131850.5263,143637.6565,274028.7263
201612,145567.3077,91847.89425,127028.8198,187086.5434,102861.1496,295066.299,177045.1698,145462.5374,226468.272,170078.75,122111.5373,91805,126937.9717,83241.83442,163129.6296,104414.6699,205135.9068,123061.9796,99370.36145,86277.29114,118882.5397,115376.4865,113875.7585,133075.4815,135693.1486,268048.6115
201701,132476.1905,124696.204,149937.3333,194329.8057,102046.3075,328909.474,176659.6094,130694.375,229098.3153,162972.2222,121277.7778,88344.78,134171.5767,68300,166435.2762,100805.9333,209079.1748,107629.1786,128342.8571,99392.26829,94059.21971,127901.7857,136173.494,117294.5479,139387.1951,290995.8824
201702,123354.175,107639.3243,130625.3012,191942.4167,114983.4872,320257.2499,195667.6327,143390.9639,233283.9345,156053.6711,129700,79003.21212,142543.4066,85833.33333,154023.4306,110628.2,227430.6122,124797.3529,119876.1905,85451.92308,116830.6818,113878.6185,121973.2937,117827.4889,139238.5437,269575.679
201703,152396.7742,103782.5223,135928.8784,197195.4792,97760.2693,313146.9444,174655.5546,131387.6572,213087.9695,150726.0971,136819.6935,81391.89189,141779.5635,83877.63158,151008.8736,95095.68912,194407.9032,118111.8421,119852.9792,89942.18367,119471.1111,124927.4673,132432.5922,137786.5127,137984.1496,255528.2957
201704,116950,98957.44681,122392.3077,199648.4231,102634.2809,311948.9902,179865.3671,124666.8121,239983.6,169285.7143,145306.186,94666.66667,142998.6126,70900,145842.4658,105285.5769,216596.063,122140,97416.96429,88945.45455,116936.2745,115444.9884,123834.4219,133880.8333,149291.6667,296411.5978
201705,125712.7451,106689.6552,157384.4156,187642.4008,108899.284,326566.5911,181717.795,129057.2724,220153.8574,150624.38,134514.475,73357.14286,144668.031,86861.84211,163158.8404,113114.0095,204143.3175,115454.5455,121807.3684,102844.5843,128093.3012,116825.0077,122547.3596,143343.75,143586.8,275492.6548
201706,127058.1395,125772.3077,139427.46,190213.1081,95462.61261,332921.616,183297.6829,102149.1179,248564.7222,167647.625,150478.5714,102336.8571,128467.0069,100675.6757,148091.6667,118980.5631,220685.0806,137844.1176,138117.6667,89463.20755,121950,108550.5396,126479.6154,137281.5568,132777.2391,286200.5763
201707,142729.7297,96683.15493,144957.6087,203250.0703,98932.98451,348189.7339,192762.336,147914.2857,241911.6564,149094.8615,144178.5714,110851.0638,130719.5638,99269.23077,177968.3516,115003.8095,216213.6364,101839.1379,146328.8136,106784.4828,119806.6206,127979.0185,136306.4286,141359.2592,131778.5526,284177.1805
201708,157185.8974,117052.6852,145410.7549,198144.5557,99262.54717,351601.1434,184836.9122,146871.9896,210837.1827,171866.0735,127209.9832,131925,155964.9257,103876,166434.6024,111348.8372,220150.8696,137000,111810.0588,93670.91525,106047.619,130875.5926,158958.8889,144498.7952,153774.3421,302853.0875
201709,162985.2941,106740.6657,155133.5227,205677.114,112704.6211,339184.8122,192466.2526,148855.1748,252894.9067,167313.4976,136815.3105,82760.29412,120010.1849,81426.47059,185341.3448,115601.1907,222565.3492,152716.9118,146042.3621,91480.04054,119913.7173,127896.7326,131952.176,137145.8242,152228.7842,302884.3426
201710,140951.4286,128022.3077,155461.9748,196319.3824,108602.5728,344880.2799,189861.8793,143647.7345,244905.0292,171540.9836,140830.6571,95880.70588,153166.3158,76530.42308,174518.8333,117743.9691,248941.3493,96644.43103,138024.5098,105408.1633,124487.0928,117968.1739,126425.9259,147050.6757,158640.1379,271620.339
201711,138820.5919,121581.1688,134526.9099,197687.1085,112060.827,337004.9866,194865.5328,141217.4797,249782.8649,165026.2,140848.3871,87309.45946,169279.7947,105147.5,179383.4902,129020.1262,200828.122,107211.5597,125438.0645,99084.7451,131518,117702.4436,138630.3297,154215.6278,167049.9099,292518.2234
201712,138265.3846,128687.7941,119655.3538,198296.7812,112136.5364,341459.5349,183265.8344,149371.5572,232589.1541,166477.8765,141983.5938,102092.5926,150561.6938,98380.43478,165703.9669,115069.5972,226550,142203.587,129912.5806,90788.29114,113933.691,120023.5335,127331.496,150212.3377,156130.7396,265769.3037
201801,152208.6579,123025,160203.4328,187364.7756,110533.0938,343219.1742,176020.7931,135624.9744,238905.5391,161187.5,141540.8163,103894.2857,165492.268,93701.23444,178866.5306,118909.6757,214863.1868,135750,135143.75,95459.375,102391.3043,121223.6,139995.243,158154.918,140082.2604,276184.5
201802,127319.4444,123727.2672,150812.6854,202546.5519,90875.41642,336752.8064,191559.7252,142480.7889,229221.8855,188119.1,150914.8936,115105.7576,155186.7655,78478.26087,182493.6486,108325.0269,244429.8969,147941.1765,126399.2593,110126.5,134105.7692,120044.022,140485.95,166875.974,155996.7593,258928.0989
201803,151285.3333,112459.1897,157429.6812,200838.9068,101498.022,323569.499,187304.1942,140342.7525,252394.1108,165600.6934,135781.3217,99199.39667,154448.1484,95402.5,173709.0472,112570.8987,217557.7094,153311.0968,119511.715,102574.9167,125930,137420.9828,149556.2036,162184.4658,156105.5924,296467.2346
201804,160022.7273,128888,150818.9,208760.8049,101808.7625,325569.7372,193182.3572,151999.1199,237163.1008,179137.6279,124511.2973,80396.66667,163334.4203,88530.55556,178723.6071,107647.3019,207153.798,135051.7241,144532.0444,86009.61538,102159.0826,117834.4747,152343.4419,156189.3651,158233.7672,276670.0921
201805,135282.88,102860.6557,148990.3409,206753.3792,86869.54545,340803.8138,194492.0163,142741.8033,246883.1626,161946.459,128905.1724,91068.18182,142308.605,77793.02632,158652.7317,125722.2222,217152.3513,118342.1053,145591.4894,85631.9375,102943.505,124139.2216,147492.129,153664.9403,157365.3657,288619.2129
201806,130625,135185.5415,150619.4805,211516.8233,98015.01118,347666.693,202527.2117,126055.0671,251145.0228,173370.8167,152283.58,101418.4211,170001.8547,96192.29878,182876.8651,127050.7939,210729.6218,142973.75,142391.7066,101837.3485,115437.5187,129291.5606,149953.1837,159655.1329,157735.8594,274876.3335
201807,157562.456,117351,146922.2686,207144.2492,115231.5447,347171.9702,203060.2797,155090.5245,243378.5746,177101.9355,157005.3656,102302.3488,165676.4674,102375.6414,181033.182,112196.4379,224414.7319,139596.8552,138866.5957,99786.95,112265.0602,131978.7603,154096.2869,166360.1396,150848.4091,282799.0802
201808,160371.5686,123647.8529,148497.2152,225927.876,116656.4894,363579.7841,208386.0864,155925.3478,257702.4138,175671.6364,157244.7015,119687.5,166334,94507.125,186717.8945,119560.653,242707.7588,119370.6897,169925,94955.38462,141436.4,140540.3728,165095.5882,156035.6621,157734.6697,294743.7527
201809,158566.6653,118743.2759,155595.2381,200048.0408,114990.2667,355913.5357,200872.5036,150685.641,253008.4727,176716.804,149413.1015,107960.5263,172111.7269,111487.8947,177275,129769.5402,222578.3999,159952.381,114984.0934,109158.8394,119886.4,133357.9882,153836.4636,175459.8421,153982.6502,316205.4698
201810,147051.1818,138128.6232,159442.3882,208360.3,110299.6993,360038.322,211392.2748,141026.32,234352.4312,187654.2985,144205.4707,124612.5,168770.5115,110894.7368,177334.5878,131771.1962,252542.6343,146509.9333,154199.3431,104418.0145,115642.8969,129765.7907,149721.1873,145962.7145,161827.1127,310320.5227
201811,160084.9057,126978.3951,180211.7614,211741.1,108304.1207,346179.4128,196235.7005,161093.3421,242093.4867,177029.5699,143464.3548,87879.72549,174233.5376,96294.11765,189081.4109,111552.7982,223923.7806,106111.7717,130643.2222,103836.7662,109882.3869,136577.8343,141645.3333,152423.7021,170723.0903,312316.5386
201812,149983.283,134479.4449,139690.6847,210435.7871,97871.65711,339258.0677,207913.4863,161279.8793,260199.1978,188254.7681,149460.3179,112341.4756,156993.8178,101129.5455,172652.5614,142991.8367,232847.797,137970.5128,147276.5152,110294.7761,99536.25713,137742.6672,153707.9393,157499.4707,160784.7074,277827.325
201901,141939.2515,102491.875,156396.2963,217120.4392,108525.3769,353053.4709,204116.5229,144114.8148,251209.0909,175605.2619,148457.8947,112120,155503.8228,85478.44828,190902.7778,111270.0053,243791.8178,159250,123915.2973,101884.3598,126366.6667,135444.1591,152746.2045,161950,180209.1042,302027.2727
201902,159607.7778,143830.1887,153764.9735,211557.62,108002.6866,341981.6208,209182.6142,152029.2785,248460.2471,184335.3529,152029.902,103941.1765,160593.3582,96666.66667,177638.0827,109618.759,228057.359,118309.5238,146920.8085,107548.9778,108631.5805,137691.0339,152996.2604,163748.5385,162062.75,271710.3169
201903,160370.9677,137083.6667,157225.1299,205691.6842,117771.6789,342302.3505,207516.4557,158949.4898,232809.7663,177551.2829,160825.6563,95546.2963,166919.5939,106046.8966,173603.1889,113295.8696,214251.8434,156447.3684,157032.878,107487.069,140710.5361,136702.4464,168779.9538,147501.4925,160421.0619,291686.747
201904,149237.9448,125039.1587,154097.1995,203661.4451,112997.0899,337614.1075,195744.2935,164723.5592,239476.8931,173014.7171,154623.4885,99444.52697,173702.2422,113524.1952,184016.5707,122445.392,214793.9687,138398.0559,139526.2612,116291.8573,117573.5526,129010.888,150198.1614,164122.5639,159410.5408,285920.5633
201905,156958.3333,134434.6471,163893,213570.084,111146.5785,343003.4088,199691.3682,156557.0175,245961.4337,185569.5593,157644.8571,100301.6129,159081.4202,102854.6875,191451.3368,126383.4404,238221.0834,134400.5161,129703.1552,113107.7778,144870.4082,134861.2703,159847.2837,155058.1509,145965.3697,279173.4
201906,167844.9893,129390.1831,174214.2857,214203.2759,116318.25,352237.8167,201472.7125,171052.1782,267521.608,181996.8462,153359.4247,112014.2857,181027.6389,110515.1667,202189.6552,129680.0286,256919,132231.4815,134779.4524,100305.4348,115836.2712,129308.3173,152792.1348,180590.6667,161866.9744,268343.3218
201907,157278.0415,152953.8167,154555.4423,222319.3442,110797.075,365692.1703,196446.59,156240.7688,263302.7963,190638.6179,147437.1534,112538.1429,174177.3927,107937.4594,193449.5868,130670.5,257778.5037,133986.1111,163076.6384,112321.0769,157214.75,128543.1121,158205.7699,150994.0248,170782.8906,314746.7627
201908,145709.7458,135342.2407,158845.6522,225904.2891,113598.9089,359946.247,224340.8889,163914.303,259652.8444,185211.8914,173094.7368,104223.6842,175503.5294,126375.5116,168496.2524,120660.1042,229732.3986,132225.4706,144485.0841,121226.6667,163199.7826,142392.7646,159260.6772,164068.4179,164300.7813,312724.9437
201909,135701.7839,141793.6809,172074.025,219353.7413,120970.5313,356190.2245,214549.9171,172213.3094,235935.2308,168832.6375,161867.1224,105273.8095,180970.7603,107319.7674,167760.1364,124163.7453,233156.2941,125779.3103,153606.9286,112216.8269,105140.7373,143446.6538,164843.9126,167502.2045,178311.0694,284722.6357
201910,160790.9179,124202.6316,169227.8409,217329.1506,117554.1667,355873.658,228277.6716,164597.5106,260574.993,175797.2405,157232.3333,100256.6667,166694.8148,113531.5789,186603.9238,130560.6037,245494.8616,150290.1892,156959.2727,112418.8923,140708.4441,145613.7117,165860.486,160185.47,167586.0378,313454.5192
201911,153681.298,135460.2217,166626.7111,219171.1812,112842.266,350357.1772,196072.3613,159395.4962,265831.5232,181711.5152,168838.4333,113252.5,161527.9425,113433.72,173434.3821,129851.3135,241045.8161,136065.8382,152057.7778,104726.6147,145537.8948,151228.7187,153674.1525,165828.5369,168303.3853,304785.69
201912,155104.0652,135728.6253,154392.1069,208690.9745,103585.2273,335361.3075,212553.1782,153942.3671,253995.3533,186698.6889,165179.3621,108949.4295,161014.3958,109263.6875,172533.1434,133133.1774,230730.1815,149381.5789,128606.1316,97593.53782,131297.14,147894.9379,155685.4161,158670.131,163973.2738,269782.2339
202001,168323.5294,115888.4615,170290.7324,207774.3255,116999.3412,358134.2771,216898.0719,169935.6625,242422.376,194217.76,149496.851,92563.08696,182709.2523,102239.1304,171083.3333,131100.9211,232145.68,143586.9565,146689.6552,101187.5,129542.764,135124.7696,159726.375,164585.7762,171948.9216,276786.2903
202002,145746.3279,130016.25,166864.3784,218847.7922,120735.138,357132.2399,192902.0599,153656.7568,240152.9975,191452.119,169845.283,114865.3846,166154.9573,124340.9091,181333.3333,121970.6627,235703.6429,103811.4583,146678.8089,104579.4118,132105.2632,135851.5449,165360.9568,159818.5484,161800,312634.9206
202003,157271.9691,125653.1176,175449.8125,226035.2221,129563.7222,366805.4256,223087.6204,154959.4385,249926.8806,139840.0426,158297,96518.85714,170551.7462,110891.2571,174675.284,126100.2018,245565.6697,141426.7059,143633.7045,128301.6,121503.7778,135695.8456,148488.4746,150953.64,167531.0309,307080.5393
202004,112196.3077,125615.3846,159365.9211,228375,109431.25,345462.888,210532.4528,174013.125,285407.3171,172843.75,149130.9,113874.3636,169107.1429,89500,193586.9565,124100.9459,220632.9787,108142.5714,173068.1818,90800,148888.8667,135608.6957,186741.3793,161120.8,144666.6667,309989.8991
